N,N_V9,N_V832_error,N_v832_correct,description
19992,22346,19992,9992,GEOGKEY matches
20874,22347,20874,10874,GEOGKEY matches
17665,22348,17665,7665,GEOGKEY matches
16157,22349,16157,6157,GEOGKEY matches
19538,22350,19538,9538,GEOGKEY matches
15118,22351,15118,5118,GEOGKEY matches
17987,22352,17987,7987,GEOGKEY matches
20087,22353,20087,10087,GEOGKEY matches
14156,22354,14156,4156,GEOGKEY matches
22279,22355,22279,12279,GEOGKEY matches
20092,22356,20092,10092,GEOGKEY matches
15016,22357,15016,5016,GEOGKEY matches
18077,22358,18077,8077,GEOGKEY matches
15439,22359,15439,5439,GEOGKEY matches
14619,22360,14619,4619,GEOGKEY matches
20999,22361,20999,10999,GEOGKEY matches
17922,22362,17922,7922,GEOGKEY matches
20368,22363,20368,10368,GEOGKEY matches
14578,22364,14578,4578,GEOGKEY matches
21124,22365,21124,11124,GEOGKEY matches
15408,22366,15408,5408,GEOGKEY matches
22298,22367,22298,12298,GEOGKEY matches
17668,22369,17668,7668,GEOGKEY matches
15243,22370,15243,5243,GEOGKEY matches
15624,22371,15624,5624,GEOGKEY matches
17926,22372,17926,7926,GEOGKEY matches
15727,22373,15727,5727,GEOGKEY matches
17912,22374,17912,7912,GEOGKEY matches
20769,22375,20769,10769,GEOGKEY matches
16035,22376,16035,6035,GEOGKEY matches
21910,22377,21910,11910,GEOGKEY matches
19539,22378,19539,9539,GEOGKEY matches
21824,22379,21824,11824,GEOGKEY matches
21570,22380,21570,11570,GEOGKEY matches
15134,22381,15134,5134,GEOGKEY matches
16034,22382,16034,6034,GEOGKEY matches
15225,22383,15225,5225,GEOGKEY matches
15119,22384,15119,5119,GEOGKEY matches
14405,22385,14405,4405,GEOGKEY matches
21370,22386,21370,11370,GEOGKEY matches
15122,22387,15122,5122,GEOGKEY matches
15648,22388,15648,5648,GEOGKEY matches
21823,22389,21823,11823,GEOGKEY matches
15022,22390,15022,5022,GEOGKEY matches
17684,22391,17684,7684,GEOGKEY matches
15018,22392,15018,5018,GEOGKEY matches
17667,22393,17667,7667,GEOGKEY matches
16847,22394,16847,6847,GEOGKEY matches
20563,22395,20563,10563,GEOGKEY matches
15738,22396,15738,5738,GEOGKEY matches
20427,22397,20427,10427,GEOGKEY matches
21907,22398,21907,11907,GEOGKEY matches
21825,22399,21825,11825,GEOGKEY matches
14792,22400,14792,4792,GEOGKEY matches
31037,22401,31037,21037,GEOGKEY matches
40012,22402,40012,30012,GEOGKEY matches
31425,22403,31425,21425,GEOGKEY matches
15120,22404,15120,5120,GEOGKEY matches
31082,22405,31082,21082,GEOGKEY matches
20562,22406,20562,10562,GEOGKEY matches
21818,22407,21818,11818,GEOGKEY matches
14893,22408,14893,4893,GEOGKEY matches
14695,22409,14695,4695,GEOGKEY matches
31426,22410,31426,21426,GEOGKEY matches
19540,22411,19540,9540,GEOGKEY matches
17666,22412,17666,7666,GEOGKEY matches
21908,22413,21908,11908,GEOGKEY matches
22080,22414,22080,12080,GEOGKEY matches
20428,22415,20428,10428,GEOGKEY matches
22037,22416,22037,12037,GEOGKEY matches
15414,22417,15414,5414,GEOGKEY matches
16020,22418,16020,6020,GEOGKEY matches
19991,22419,19991,9991,GEOGKEY matches
19541,22420,19541,9541,GEOGKEY matches
14582,22421,14582,4582,GEOGKEY matches
20853,22422,20853,10853,GEOGKEY matches
14363,22423,14363,4363,GEOGKEY matches
21909,22424,21909,11909,GEOGKEY matches
21911,22425,21911,11911,GEOGKEY matches
15524,22426,15524,5524,GEOGKEY matches
17311,22427,17311,7311,GEOGKEY matches
17765,22428,17765,7765,GEOGKEY matches
14357,22429,14357,4357,GEOGKEY matches
17595,22430,17595,7595,GEOGKEY matches
19977,22431,19977,9977,GEOGKEY matches
21504,22432,21504,11504,GEOGKEY matches
15865,22433,15865,5865,GEOGKEY matches
21976,22434,21976,11976,GEOGKEY matches
21021,22435,21021,11021,GEOGKEY matches
22035,22436,22035,12035,GEOGKEY matches
19994,22437,19994,9994,GEOGKEY matches
17491,22438,17491,7491,GEOGKEY matches
16932,22439,16932,6932,GEOGKEY matches
20143,22440,20143,10143,GEOGKEY matches
20183,22441,20183,10183,GEOGKEY matches
21729,22442,21729,11729,GEOGKEY matches
16270,22443,16270,6270,GEOGKEY matches
21822,22444,21822,11822,GEOGKEY matches
31036,22445,31036,21036,GEOGKEY matches
40013,22446,40013,30013,GEOGKEY matches
17919,22447,17919,7919,GEOGKEY matches
31083,22448,31083,21083,GEOGKEY matches
21364,22449,21364,11364,GEOGKEY matches
20144,22450,20144,10144,GEOGKEY matches
16396,22451,16396,6396,GEOGKEY matches
15410,22452,15410,5410,GEOGKEY matches
17484,22453,17484,7484,GEOGKEY matches
15966,22455,15966,5966,GEOGKEY matches
21571,22456,21571,11571,GEOGKEY matches
15106,22457,15106,5106,GEOGKEY matches
22079,22458,22079,12079,GEOGKEY matches
14894,22459,14894,4894,GEOGKEY matches
15123,22460,15123,5123,GEOGKEY matches
15121,22461,15121,5121,GEOGKEY matches
15631,22462,15631,5631,GEOGKEY matches
19542,22463,19542,9542,GEOGKEY matches
20852,22465,20852,10852,GEOGKEY matches
16066,22466,16066,6066,GEOGKEY matches
19543,22467,19543,9543,GEOGKEY matches
22278,22468,22278,12278,GEOGKEY matches
15577,22469,15577,5577,GEOGKEY matches
17309,22470,17309,7309,GEOGKEY matches
19544,22471,19544,9544,GEOGKEY matches
22077,22472,22077,12077,GEOGKEY matches
17868,22473,17868,7868,GEOGKEY matches
16273,22474,16273,6273,GEOGKEY matches
15395,22475,15395,5395,GEOGKEY matches
15617,22476,15617,5617,GEOGKEY matches
20851,22477,20851,10851,GEOGKEY matches
21102,22478,21102,11102,GEOGKEY matches
15136,22479,15136,5136,GEOGKEY matches
15340,22480,15340,5340,GEOGKEY matches
21826,22481,21826,11826,GEOGKEY matches
14584,22482,14584,4584,GEOGKEY matches
19410,22483,19410,9410,GEOGKEY matches
19505,22484,19505,9505,GEOGKEY matches
17783,22485,17783,7783,GEOGKEY matches
17310,22486,17310,7310,GEOGKEY matches
15633,22487,15633,5633,GEOGKEY matches
14355,22488,14355,4355,GEOGKEY matches
20875,22489,20875,10875,GEOGKEY matches
14701,22490,14701,4701,GEOGKEY matches
14344,22491,14344,4344,GEOGKEY matches
14364,22492,14364,4364,GEOGKEY matches
22032,22493,22032,12032,GEOGKEY matches
15864,22494,15864,5864,GEOGKEY matches
15226,22495,15226,5226,GEOGKEY matches
20818,22497,20818,10818,GEOGKEY matches
15224,22498,15224,5224,GEOGKEY matches
21803,22499,21803,11803,GEOGKEY matches
22260,22500,22260,12260,GEOGKEY matches
15635,22502,15635,5635,GEOGKEY matches
22078,22503,22078,12078,GEOGKEY matches
18824,22504,18824,8824,GEOGKEY matches
21296,22505,21296,11296,GEOGKEY matches
22039,22506,22039,12039,GEOGKEY matches
22073,22507,22073,12073,GEOGKEY matches
14952,22508,14952,4952,GEOGKEY matches
17490,22509,17490,7490,GEOGKEY matches
22263,22510,22263,12263,GEOGKEY matches
15124,22511,15124,5124,GEOGKEY matches
15004,22512,15004,5004,GEOGKEY matches
22074,22513,22074,12074,GEOGKEY matches
17594,22514,17594,7594,GEOGKEY matches
15436,22515,15436,5436,GEOGKEY matches
20996,22516,20996,10996,GEOGKEY matches
21020,22517,21020,11020,GEOGKEY matches
20873,22518,20873,10873,GEOGKEY matches
18005,22519,18005,8005,GEOGKEY matches
22026,22520,22026,12026,GEOGKEY matches
15234,22521,15234,5234,GEOGKEY matches
14896,22522,14896,4896,GEOGKEY matches
15609,22523,15609,5609,GEOGKEY matches
14472,22524,14472,4472,GEOGKEY matches
14799,22525,14799,4799,GEOGKEY matches
17756,22526,17756,7756,GEOGKEY matches
15928,22527,15928,5928,GEOGKEY matches
22072,22528,22072,12072,GEOGKEY matches
21728,22529,21728,11728,GEOGKEY matches
16040,22530,16040,6040,GEOGKEY matches
22075,22531,22075,12075,GEOGKEY matches
19412,22532,19412,9412,GEOGKEY matches
14408,22533,14408,4408,GEOGKEY matches
16021,22534,16021,6021,GEOGKEY matches
14583,22535,14583,4583,GEOGKEY matches
17506,22536,17506,7506,GEOGKEY matches
20067,22537,20067,10067,GEOGKEY matches
15545,22538,15545,5545,GEOGKEY matches
20425,22539,20425,10425,GEOGKEY matches
21730,22540,21730,11730,GEOGKEY matches
15264,22541,15264,5264,GEOGKEY matches
19980,22542,19980,9980,GEOGKEY matches
15971,22543,15971,5971,GEOGKEY matches
20063,22544,20063,10063,GEOGKEY matches
31259,22545,31259,21259,GEOGKEY matches
14804,22546,14804,4804,GEOGKEY matches
31367,22547,31367,21367,GEOGKEY matches
19504,22548,19504,9504,GEOGKEY matches
15973,22549,15973,5973,GEOGKEY matches
20426,22550,20426,10426,GEOGKEY matches
22076,22551,22076,12076,GEOGKEY matches
18825,22552,18825,8825,GEOGKEY matches
21292,22553,21292,11292,GEOGKEY matches
15235,22554,15235,5235,GEOGKEY matches
19995,22555,19995,9995,GEOGKEY matches
17718,22556,17718,7718,GEOGKEY matches
22262,22557,22262,12262,GEOGKEY matches
14411,22558,14411,4411,GEOGKEY matches
22295,22559,22295,12295,GEOGKEY matches
22038,22560,22038,12038,GEOGKEY matches
14747,22561,14747,4747,GEOGKEY matches
15109,22562,15109,5109,GEOGKEY matches
22030,22563,22030,12030,GEOGKEY matches
14854,22564,14854,4854,GEOGKEY matches
15632,22565,15632,5632,GEOGKEY matches
15863,22566,15863,5863,GEOGKEY matches
20834,22567,20834,10834,GEOGKEY matches
20995,22568,20995,10995,GEOGKEY matches
22277,22569,22277,12277,GEOGKEY matches
17900,22570,17900,7900,GEOGKEY matches
17712,22571,17712,7712,GEOGKEY matches
15578,22572,15578,5578,GEOGKEY matches
17485,22573,17485,7485,GEOGKEY matches
21017,22574,21017,11017,GEOGKEY matches
19499,22575,19499,9499,GEOGKEY matches
21019,22576,21019,11019,GEOGKEY matches
17587,22577,17587,7587,GEOGKEY matches
14780,22578,14780,4780,GEOGKEY matches
20823,22579,20823,10823,GEOGKEY matches
15213,22580,15213,5213,GEOGKEY matches
15241,22581,15241,5241,GEOGKEY matches
17782,22582,17782,7782,GEOGKEY matches
14702,22583,14702,4702,GEOGKEY matches
21150,22584,21150,11150,GEOGKEY matches
18236,22585,18236,8236,GEOGKEY matches
20959,22586,20959,10959,GEOGKEY matches
14634,22587,14634,4634,GEOGKEY matches
22040,22588,22040,12040,GEOGKEY matches
15451,22589,15451,5451,GEOGKEY matches
16149,22590,16149,6149,GEOGKEY matches
31440,22591,31440,21440,GEOGKEY matches
16935,22592,16935,6935,GEOGKEY matches
14356,22593,14356,4356,GEOGKEY matches
31442,22594,31442,21442,GEOGKEY matches
15265,22595,15265,5265,GEOGKEY matches
16150,22596,16150,6150,GEOGKEY matches
15009,22597,15009,5009,GEOGKEY matches
14758,22598,14758,4758,GEOGKEY matches
21125,22599,21125,11125,GEOGKEY matches
15126,22600,15126,5126,GEOGKEY matches
14342,22601,14342,4342,GEOGKEY matches
14856,22602,14856,4856,GEOGKEY matches
21151,22603,21151,11151,GEOGKEY matches
17520,22604,17520,7520,GEOGKEY matches
14844,22605,14844,4844,GEOGKEY matches
14635,22606,14635,4635,GEOGKEY matches
17870,22607,17870,7870,GEOGKEY matches
19502,22608,19502,9502,GEOGKEY matches
17489,22609,17489,7489,GEOGKEY matches
15132,22610,15132,5132,GEOGKEY matches
17492,22611,17492,7492,GEOGKEY matches
21700,22612,21700,11700,GEOGKEY matches
15339,22613,15339,5339,GEOGKEY matches
20957,22614,20957,10957,GEOGKEY matches
15440,22615,15440,5440,GEOGKEY matches
19978,22616,19978,9978,GEOGKEY matches
16044,22617,16044,6044,GEOGKEY matches
14800,22618,14800,4800,GEOGKEY matches
15593,22619,15593,5593,GEOGKEY matches
18076,22620,18076,8076,GEOGKEY matches
15740,22621,15740,5740,GEOGKEY matches
20997,22622,20997,10997,GEOGKEY matches
21300,22623,21300,11300,GEOGKEY matches
16936,22624,16936,6936,GEOGKEY matches
17493,22625,17493,7493,GEOGKEY matches
14794,22626,14794,4794,GEOGKEY matches
22029,22627,22029,12029,GEOGKEY matches
14703,22628,14703,4703,GEOGKEY matches
15027,22629,15027,5027,GEOGKEY matches
20688,22630,20688,10688,GEOGKEY matches
20689,22631,20689,10689,GEOGKEY matches
15634,22632,15634,5634,GEOGKEY matches
21360,22633,21360,11360,GEOGKEY matches
19413,22634,19413,9413,GEOGKEY matches
16065,22635,16065,6065,GEOGKEY matches
14585,22636,14585,4585,GEOGKEY matches
15266,22637,15266,5266,GEOGKEY matches
14365,22638,14365,4365,GEOGKEY matches
22041,22639,22041,12041,GEOGKEY matches
21577,22640,21577,11577,GEOGKEY matches
22261,22641,22261,12261,GEOGKEY matches
17326,22642,17326,7326,GEOGKEY matches
20423,22643,20423,10423,GEOGKEY matches
17586,22644,17586,7586,GEOGKEY matches
16046,22645,16046,6046,GEOGKEY matches
31258,22646,31258,21258,GEOGKEY matches
15615,22647,15615,5615,GEOGKEY matches
31368,22648,31368,21368,GEOGKEY matches
19981,22649,19981,9981,GEOGKEY matches
20424,22650,20424,10424,GEOGKEY matches
19976,22651,19976,9976,GEOGKEY matches
21229,22652,21229,11229,GEOGKEY matches
17504,22653,17504,7504,GEOGKEY matches
17761,22654,17761,7761,GEOGKEY matches
17503,22655,17503,7503,GEOGKEY matches
40014,22656,40014,30014,GEOGKEY matches
21230,22657,21230,11230,GEOGKEY matches
19975,22658,19975,9975,GEOGKEY matches
17486,22659,17486,7486,GEOGKEY matches
21827,22660,21827,11827,GEOGKEY matches
21129,22661,21129,11129,GEOGKEY matches
19985,22662,19985,9985,GEOGKEY matches
15862,22663,15862,5862,GEOGKEY matches
21547,22664,21547,11547,GEOGKEY matches
19979,22665,19979,9979,GEOGKEY matches
15242,22666,15242,5242,GEOGKEY matches
15844,22667,15844,5844,GEOGKEY matches
15240,22668,15240,5240,GEOGKEY matches
21127,22669,21127,11127,GEOGKEY matches
15141,22670,15141,5141,GEOGKEY matches
15610,22671,15610,5610,GEOGKEY matches
17315,22672,17315,7315,GEOGKEY matches
17488,22673,17488,7488,GEOGKEY matches
21018,22674,21018,11018,GEOGKEY matches
15927,22675,15927,5927,GEOGKEY matches
14845,22676,14845,4845,GEOGKEY matches
14746,22677,14746,4746,GEOGKEY matches
21001,22678,21001,11001,GEOGKEY matches
21542,22679,21542,11542,GEOGKEY matches
15396,22680,15396,5396,GEOGKEY matches
14865,22681,14865,4865,GEOGKEY matches
15133,22682,15133,5133,GEOGKEY matches
17487,22683,17487,7487,GEOGKEY matches
22276,22684,22276,12276,GEOGKEY matches
20998,22685,20998,10998,GEOGKEY matches
19503,22686,19503,9503,GEOGKEY matches
21130,22687,21130,11130,GEOGKEY matches
14857,22688,14857,4857,GEOGKEY matches
16756,22689,16756,6756,GEOGKEY matches
15612,22690,15612,5612,GEOGKEY matches
15145,22691,15145,5145,GEOGKEY matches
17317,22692,17317,7317,GEOGKEY matches
19498,22693,19498,9498,GEOGKEY matches
20945,22694,20945,10945,GEOGKEY matches
15687,22695,15687,5687,GEOGKEY matches
14906,22696,14906,4906,GEOGKEY matches
21246,22697,21246,11246,GEOGKEY matches
31438,22698,31438,21438,GEOGKEY matches
20560,22699,20560,10560,GEOGKEY matches
16228,22700,16228,6228,GEOGKEY matches
16131,22701,16131,6131,GEOGKEY matches
14481,22702,14481,4481,GEOGKEY matches
31035,22703,31035,21035,GEOGKEY matches
19497,22704,19497,9497,GEOGKEY matches
40015,22705,40015,30015,GEOGKEY matches
14789,22706,14789,4789,GEOGKEY matches
15227,22707,15227,5227,GEOGKEY matches
31084,22708,31084,21084,GEOGKEY matches
31437,22709,31437,21437,GEOGKEY matches
21016,22710,21016,11016,GEOGKEY matches
19972,22711,19972,9972,GEOGKEY matches
14421,22712,14421,4421,GEOGKEY matches
20561,22713,20561,10561,GEOGKEY matches
21308,22714,21308,11308,GEOGKEY matches
17661,22715,17661,7661,GEOGKEY matches
21235,22716,21235,11235,GEOGKEY matches
21768,22717,21768,11768,GEOGKEY matches
15034,22718,15034,5034,GEOGKEY matches
21769,22719,21769,11769,GEOGKEY matches
21767,22720,21767,11767,GEOGKEY matches
15428,22721,15428,5428,GEOGKEY matches
15431,22722,15431,5431,GEOGKEY matches
14859,22723,14859,4859,GEOGKEY matches
15010,22724,15010,5010,GEOGKEY matches
21766,22725,21766,11766,GEOGKEY matches
15611,22726,15611,5611,GEOGKEY matches
15131,22727,15131,5131,GEOGKEY matches
15977,22728,15977,5977,GEOGKEY matches
14898,22729,14898,4898,GEOGKEY matches
17325,22730,17325,7325,GEOGKEY matches
16937,22731,16937,6937,GEOGKEY matches
17585,22732,17585,7585,GEOGKEY matches
21126,22733,21126,11126,GEOGKEY matches
21304,22734,21304,11304,GEOGKEY matches
17670,22735,17670,7670,GEOGKEY matches
14796,22736,14796,4796,GEOGKEY matches
20602,22737,20602,10602,GEOGKEY matches
15560,22738,15560,5560,GEOGKEY matches
14704,22739,14704,4704,GEOGKEY matches
14587,22740,14587,4587,GEOGKEY matches
15614,22741,15614,5614,GEOGKEY matches
15441,22742,15441,5441,GEOGKEY matches
20603,22743,20603,10603,GEOGKEY matches
19974,22744,19974,9974,GEOGKEY matches
19414,22745,19414,9414,GEOGKEY matches
20421,22746,20421,10421,GEOGKEY matches
15861,22747,15861,5861,GEOGKEY matches
21692,22748,21692,11692,GEOGKEY matches
21770,22749,21770,11770,GEOGKEY matches
14586,22750,14586,4586,GEOGKEY matches
31369,22751,31369,21369,GEOGKEY matches
14368,22752,14368,4368,GEOGKEY matches
31257,22753,31257,21257,GEOGKEY matches
20558,22754,20558,10558,GEOGKEY matches
26001,22755,26001,21034,GEOGKEY matches
14996,22756,14996,4996,GEOGKEY matches
16227,22757,16227,6227,GEOGKEY matches
14958,22758,14958,4958,GEOGKEY matches
20422,22759,20422,10422,GEOGKEY matches
21778,22760,21778,11778,GEOGKEY matches
21759,22761,21759,11759,GEOGKEY matches
21105,22762,21105,11105,GEOGKEY matches
20600,22763,20600,10600,GEOGKEY matches
21305,22764,21305,11305,GEOGKEY matches
20872,22765,20872,10872,GEOGKEY matches
19982,22766,19982,9982,GEOGKEY matches
21103,22767,21103,11103,GEOGKEY matches
17871,22768,17871,7871,GEOGKEY matches
40016,22769,40016,30016,GEOGKEY matches
31085,22770,31085,21085,GEOGKEY matches
20601,22771,20601,10601,GEOGKEY matches
15979,22772,15979,5979,GEOGKEY matches
19996,22773,19996,9996,GEOGKEY matches
21012,22774,21012,11012,GEOGKEY matches
20559,22775,20559,10559,GEOGKEY matches
15874,22776,15874,5874,GEOGKEY matches
21541,22777,21541,11541,GEOGKEY matches
16225,22778,16225,6225,GEOGKEY matches
19986,22779,19986,9986,GEOGKEY matches
15146,22780,15146,5146,GEOGKEY matches
22275,22781,22275,12275,GEOGKEY matches
20282,22782,20282,10282,GEOGKEY matches
20279,22783,20279,10279,GEOGKEY matches
15032,22784,15032,5032,GEOGKEY matches
14860,22785,14860,4860,GEOGKEY matches
22280,22786,22280,12280,GEOGKEY matches
21765,22787,21765,11765,GEOGKEY matches
20598,22788,20598,10598,GEOGKEY matches
16676,22789,16676,6676,GEOGKEY matches
20599,22790,20599,10599,GEOGKEY matches
16037,22791,16037,6037,GEOGKEY matches
31435,22792,31435,21435,GEOGKEY matches
20141,22793,20141,10141,GEOGKEY matches
15030,22794,15030,5030,GEOGKEY matches
31394,22795,31394,21394,GEOGKEY matches
18298,22796,18298,8298,GEOGKEY matches
14682,22797,14682,4682,GEOGKEY matches
17909,22798,17909,7909,GEOGKEY matches
31436,22799,31436,21436,GEOGKEY matches
16154,22800,16154,6154,GEOGKEY matches
15550,22801,15550,5550,GEOGKEY matches
15430,22802,15430,5430,GEOGKEY matches
14681,22803,14681,4681,GEOGKEY matches
16060,22804,16060,6060,GEOGKEY matches
21015,22805,21015,11015,GEOGKEY matches
15553,22806,15553,5553,GEOGKEY matches
14980,22807,14980,4980,GEOGKEY matches
21014,22808,21014,11014,GEOGKEY matches
21000,22809,21000,11000,GEOGKEY matches
20731,22810,20731,10731,GEOGKEY matches
15495,22811,15495,5495,GEOGKEY matches
21306,22812,21306,11306,GEOGKEY matches
15498,22813,15498,5498,GEOGKEY matches
15849,22814,15849,5849,GEOGKEY matches
15848,22815,15848,5848,GEOGKEY matches
14358,22816,14358,4358,GEOGKEY matches
20962,22817,20962,10962,GEOGKEY matches
19973,22818,19973,9973,GEOGKEY matches
15860,22819,15860,5860,GEOGKEY matches
20958,22820,20958,10958,GEOGKEY matches
16705,22821,16705,6705,GEOGKEY matches
15148,22822,15148,5148,GEOGKEY matches
20604,22823,20604,10604,GEOGKEY matches
20961,22824,20961,10961,GEOGKEY matches
19971,22825,19971,9971,GEOGKEY matches
21764,22826,21764,11764,GEOGKEY matches
15415,22827,15415,5415,GEOGKEY matches
21128,22828,21128,11128,GEOGKEY matches
17556,22829,17556,7556,GEOGKEY matches
21777,22830,21777,11777,GEOGKEY matches
14902,22831,14902,4902,GEOGKEY matches
20281,22832,20281,10281,GEOGKEY matches
15143,22833,15143,5143,GEOGKEY matches
14599,22834,14599,4599,GEOGKEY matches
14866,22835,14866,4866,GEOGKEY matches
21776,22836,21776,11776,GEOGKEY matches
15128,22837,15128,5128,GEOGKEY matches
15985,22838,15985,5985,GEOGKEY matches
15020,22839,15020,5020,GEOGKEY matches
21361,22840,21361,11361,GEOGKEY matches
15984,22841,15984,5984,GEOGKEY matches
20817,22842,20817,10817,GEOGKEY matches
20267,22843,20267,10267,GEOGKEY matches
14907,22844,14907,4907,GEOGKEY matches
15845,22845,15845,5845,GEOGKEY matches
16327,22846,16327,6327,GEOGKEY matches
14903,22847,14903,4903,GEOGKEY matches
15045,22848,15045,5045,GEOGKEY matches
18758,22849,18758,8758,GEOGKEY matches
16400,22850,16400,6400,GEOGKEY matches
20419,22851,20419,10419,GEOGKEY matches
31256,22852,31256,21256,GEOGKEY matches
18826,22853,18826,8826,GEOGKEY matches
14797,22854,14797,4797,GEOGKEY matches
31370,22855,31370,21370,GEOGKEY matches
20180,22856,20180,10180,GEOGKEY matches
15037,22857,15037,5037,GEOGKEY matches
15891,22858,15891,5891,GEOGKEY matches
